355202779,[Value='1'],1099961604,[Value='0.001'],1734325547,[Value='1']
355202779,[Value='1'],1099961604,[Value='0.001'],1734325547,[Value='2']
355202779,[Value='1'],1099961604,[Value='1'],1734325547,[Value='1']
355202779,[Value='1'],1099961604,[Value='1'],1734325547,[Value='2']
355202779,[Value='1'],1099961604,[Value='5'],1734325547,[Value='1']
355202779,[Value='1'],1099961604,[Value='5'],1734325547,[Value='2']
355202779,[Value='4'],1099961604,[Value='0.001'],1734325547,[Value='1']
355202779,[Value='4'],1099961604,[Value='0.001'],1734325547,[Value='2']
355202779,[Value='4'],1099961604,[Value='1'],1734325547,[Value='1']
355202779,[Value='4'],1099961604,[Value='1'],1734325547,[Value='2']
355202779,[Value='4'],1099961604,[Value='5'],1734325547,[Value='1']
355202779,[Value='4'],1099961604,[Value='5'],1734325547,[Value='2']
355202779,[Value='8'],1099961604,[Value='0.001'],1734325547,[Value='1']
355202779,[Value='8'],1099961604,[Value='0.001'],1734325547,[Value='2']
355202779,[Value='8'],1099961604,[Value='1'],1734325547,[Value='1']
355202779,[Value='8'],1099961604,[Value='1'],1734325547,[Value='2']
355202779,[Value='8'],1099961604,[Value='5'],1734325547,[Value='1']
355202779,[Value='8'],1099961604,[Value='5'],1734325547,[Value='2']
355202779,[Value='11'],1099961604,[Value='0.001'],1734325547,[Value='1']
355202779,[Value='11'],1099961604,[Value='0.001'],1734325547,[Value='2']
355202779,[Value='11'],1099961604,[Value='1'],1734325547,[Value='1']
355202779,[Value='11'],1099961604,[Value='1'],1734325547,[Value='2']
355202779,[Value='11'],1099961604,[Value='5'],1734325547,[Value='1']
355202779,[Value='11'],1099961604,[Value='5'],1734325547,[Value='2']
